Sentence,Emotion
"정말 왜 이래, 선배? 또 쓸데없는 일 참견하다 왔죠? 아무리 학교 선배라도 자꾸 이러면 국물도 없어! 진짜 조심해요!",분노
미안하긴 뭐가!,분노
어? 왜 다시 왔어?,놀람
어~~~좋다!,행복
"역시 지져야 돼! 으아, 시원해~~~",행복
아~~~너무 좋아!,행복
"좀 있다 사우나 가서 땀 한번 싹! 빼면, 넘 좋겠다! ",행복
천천히 마셔 선배!~천천히~,놀람
"아니 말이야, 지가 뭔데 말이야~ 폼이란 폼은 다 잡고 말이야~아~진짜!",분노
내가 말이야~이래뵈도 말이야~ 어릴 때부터 우리집안의 장남으로 말이야~,분노
엄마!,놀람
지금이 몇시야?,분노
선이요? ,놀람
돈 없다! ,분노
없다니까! 너 얼마전에 금방 갚는다고 하고 꾼 돈이나 갚아!,분노
아~누나! 어? 이 옷은 뭐야? 진작 이런 옷을 좀 입었어야 남자들이 붙지.,놀람
이뻐?,놀람
"저기요, 아저씨! 사과안하세요, 아저씨?",분노
아니~운전 할 줄 모르세요? 항상 직진차선이 우선 순위인거!,분노
먹는데 말 시키지 마라!,분노
"돈 많고, 잘 생기고, 거기다 성격까지 끝내주는 남자란다!",행복
그런 남자는 이미 딴 기집애들이 다 채어갔겠지?,슬픔
이젠 내 나이 때문에 선보자는 데도 없데. 말했다간 욕만 먹어.  ,슬픔
그렇게 마음이 급해졌어? 결혼정보회사에서 소개해주는 남자들 만나러 쫓아다닐 정도로? 여태까지 빵빵한 집안 아들들 소개도 잘 안 받더니만-,놀람
어?,놀람
뭐하시는 건데요?,분노
잠깐 나갔다가 오는 것도 안될 판에 차는 왜 가지고 나가는데?,분노
너 증말 간이 배밖으로 나왔구나? 겁나는 게 없나보네? 없어? 생각 안나냐?,분노
어마~어마~이 기집애 말하는 꼬라지 좀 보소!,분노
뭐야? ,놀람
어마! 어떻게 해~~~,놀람
어~어~어~,놀람
정말 제가 그렇게 아줌마로 보이세요?,분노
이제야 바른 말도 하시네 이 아가씨가.,행복
네? 네에...,놀람
못 먹어!,분노
건 또 뭔 소리야?,놀람
0.3kg이나 불었어!,분노
나 정말 보다 보다 그렇게 재수 없는 남자는 처음이라니까요.,분노
내가 오늘 본 여자는 말도 못해요. 아주 공주마마가 행차하셨더라구.,분노
"어마~내가 오늘 본 남자가 완전 왕자마마 듭시옵니다, 였는데-",분노
나이 들어 결혼 못할 때는 다 이유가 있다니깐요!,분노
그럼요!,분노
아니 도대체 갈수록 얘가 왜 이런데?,놀람
"세상이 어떤 세상인데 처녀가 택시안에서 잠이 들 정도로 술을 마시고 다녀! 내가 놀라 가슴이 뛰어요, 아주.",분노
"누가 결혼하지 말라고 말렸어요? 그리고 어차피 늦은 결혼 이제와 갑자기 왜 이런데요? 이제까지 신나게 잘 지내다가 다른 거 뭐 아쉬운게 있다고, 갑자기 이러냐구요.",분노
"나, 정말 장난하는 거 아니다. 정말 다 때려치울 거야.",분노
"오죽 젊었을 때 잘했으면~ 니덕에 나까지 눈치밥 먹고 사는 걸 생각하면 내가 널 볼때마다 울화통이 터져, 짜식아!",분노
넌 지금 어딜 나가? 수업도 없다면서?,놀람
어? 니가 여기 웬일이냐? 시집가려고 모아놓은 돈 털어서 차부터 사기로 했냐?,놀람
왜?,놀람
"안 일어나고 뭐해요, 정말!",분노
오늘 고기 들어오는 거 몰라서 이래요!,분노
그 전에 할 게 얼마나 많은데 그걸 혼자 다 하란 말이예요!,분노
내가 평생에 당신 만난게 한이야! 한이라고!,분노
어머님이요?,놀람
너 지금 웃는거냐? 시애미 비웃어?,분노
그게 비웃는거지!,분노
어마! 어마!,놀람
그런데 이런 좋은 병실을 잡고 그래요? 아줌마 꽤 사나보네.,놀람
"나도 많아요. 그런데 다들 결혼해서 술 먹자고 하면 꼬리 내리고, 애 본다고 하고, 억지로 만나도 애 이야기만 하다가 끝나니까, 짜증나서 내가 안 만나는거지.",슬픔
나도 그런데!,놀람
나이 들고 싱글인데 아프면 서러워요.,슬픔
다른 여자?,놀람
당신은 어쩜 이렇게 한결 같아? 난 내가 당신하고 결혼해서 벌써 삼십년이 넘었다는 게 믿어지질 않아.,행복
그건 나도 그래요. 지금도 난 당신하고 연애하는 거 같은데요?,행복
내가 그래. 난 아직도 당신이 여자로 보여.,행복
아직도라니요? 난 항상 당신이 남자로 보이는데?,행복
형? 형이야?,놀람
이 시간에?,놀람
지금이 몇신데 아침부터 이 난리야?,놀람
니가 웬일이냐?,놀람
그래 니 아빠 덕에 산다! 니 덕은 바라지도 않으니까 제발 집에서만 나가!,분노
"엄마한테 걸리면 죽는다니까. 금식했다고 죽부터 먹으라는데, 너무 떡볶기가 먹고 싶은거야. 진짜 맛있어, 진짜!",행복
너 그 의사랑은 어떻게 됐어?,분노
어딜?,놀람
같이 다니는 거다! 내일 당장 같이 가자!,분노
"너, 증말~내가 이게 뭐하는거냐, 지금 진작 여기라고 말했으면 내가 안왔지!",분노
사 먹으면 되잖아!,분노
어?,놀람
복수! 복수야 이건!,분노
"니 엄마는 평생 나한테 복수하면서 사는거야, 그냥. 그렇게 내가 미울까?",분노
그래 다 내 죄다...내 죄...그러니 난 이렇게 벌 받아 마땅한데… 니 엄마는 저게 뭐냐. 평생을 그런 악으로나 사는 니 엄마가 불쌍해.,슬픔
엄마가요?,놀람
밥 먹을 시간이 어딨어? 빨리 들어오라 그래~!,분노
아하하하~ 자식 근데 너 왜 온 거야? 내 결혼식 보러 온 거냐?,행복
너 나한테 걸렸으니까 그냥은 못 간다. 함을 지든 들러리를 하던 뭐든 해~,행복
네? 섭외요?,놀람
보상이요? 뭔 보상이요? ,놀람
진짜 결혼식 보고 간다고....?,놀람
네?,놀람
계속 일하던 사람이요?,놀람
네?! 정말이요?,놀람
대표님.. 결혼이요..?,놀람
어?,놀람
네?,놀람
아니.. 하.. 저 지금 선생님 애인 하겠다고 허락 안했거든요? 뭘 훑어보고 따지고..,분노
진짜요? 진짜예요?!,놀람
하~,분노
에?,놀람
방송국? 왜..?,놀람
"어, 너 그거 뭐야?!",놀람
네에? ,놀람
네? 저요?,놀람
이상하게 설레이네 아빠.,행복
그냥 설레여. 막 기분이 좋아. ,행복
아빠도 그런데. 그냥 막 기분이 좋다.,행복
어!!! 야 잘 만났다!,놀람
네?! 안돼요. 전 간단한 꼭지만 쓰고 큰 코너는 다 메인 언니가 쓰는데.,놀람
임마! 찾았어? 어디서?!,놀람
뭔 빠..?,놀람
네?,놀람
벌써요?,놀람
말도 안되는 조항이 엄청 많네요.,분노
지금 장난하자시는 거 같은데요? 장난이시죠 이거 지금? ,분노
허~ 제가요?,분노
제대로 챙겨주셔야 안 까다롭죠? 이걸 보고 제가 얼씨구나 하길 바라셨다는 게 전 더 어이가 없네요? ,분노
에?!,놀람
선생님~~~ 하 이거~ 하 선생님 와~,행복
하.. 고맙습니다. 와 생각도 못했는데.. 와 이거 정말 영광이예요.,행복
좀 내가라고~ 늙은 에미 밥 하기도 힘들어 죽겠는데 그냥 떡 하니 누워서!,분노
에?,놀람
네...?,놀람
약혼녀 주려고 사온 거였거든 그 자식이. ,분노
어머 웬일로 안 뱉고 드세요?,놀람
뭘 축하해...?,놀람
제가 최고죠? 역대 최고의 비서죠?,슬픔
네..?,놀람
"어, 왔어요?",놀람
예?,놀람
"당 경선에서 이긴 것도 아니고 겨우 지지율에서 앞선건데, 샴페인 이거 너무 빨리 터뜨리는 거 아닙니까? ",행복
으억~~!! 소리 좀 내고 다녀! 놀랐잖아! ,놀람
칼 퇴근이 자랑이냐? 그렇게 같이 놀 사람이 없어?,분노
얼씨구! 오빠가 이러니까 내가 연애를 못 하잖아. 이 나이에 내가 오빠랑 놀아주게 생겼어? 나도 시집가야 될 꺼 아니야!,분노
뭐야?,놀람
어? 니가 뭐 하러.. ,놀람
잔말 말고 3초 내에 바꿔!,분노
예? 예.. 얼마나..?,놀람
매니저님 진짜 왜 이러세요. 저 돈 받으려구 도와드린 거 아니에요. 이렇게 사인도 다 받았는데.. 아닙니다!  ,분노
"한 장도 아니고 다발로 가져 오니까 믿기지가 않았나 봐요. 뭐, 저라도 그랬을 거 같습니다! 하~~",행복
무슨 말씀이세요..?,놀람
좋아! 내가 더 줄 수 있어. 말만 해. 두 배? 세 배? 네 배 줘?! ,분노
"그 날 일, 있는 그대로만 얘기해 주면 원하는 대로 다 주겠다고!",분노
에이씨!! ,분노
"여배우한테 스캔들, 이거 간단한 일 아니야! ",분노
아? 예?,놀람
야야! 다리 먹지 마. 다리 니네 오빠 거야!,분노
난 우리 오빠 장가 못 갈까봐 심각하거든. 장난 하지 마라.,분노
너 진짜 마음 있어 우리 오빠..? ,놀람
알았어 알았어.. 큭큭.. 우와~ 니가 우리 오빨..,행복
니가 여길 왜 왔어? 뭐 하러 이런 데까지 불려 다녀? 못 온다고 거절했어야지! ,분노
"너까지 아버지 일에 동원 되는 거 싫으니까, 지금 가.",분노
허. 저기요.,분노
네?,놀람
아닌...가요...?,놀람
"우체국 사람들 우르르 몰고 와서 물어 보는 데, 어떻게 그 앞에서 안 된 다고 거절해요? 내가 가겠다고 말했어도 그게 진심이 아닌 거쯤은 눈치 채야 되는 거 아닌가요? 일일이 설명 해 드려야 되는 건가요?",분노
너 정말 왜 이러니? 그 사람 너 도와주고 있는 거야!,놀람
왜 그러냐? 내가 챙피하냐?,슬픔
왜? 심각해? 둘이 헤어지는 거야? 오빠 둘이 헤어지면 안 돼.,놀람
"아.. 그거.. 많이 촌스럽나요? 거북이 말고 양도 있었는데, 양을 할 껄 그랬네요.. 거북이가 좀 촌스럽죠? ",슬픔
그 사람 도대체 뭐하는..! ,분노
네?,놀람
그렇게 안 봤는데 그 친구 상당히 건방지구만. 흠!!,분노
팀장! 자네 기사 봤나? 결혼 기사!,놀람
예? ,놀람
죄송합니다...,슬픔
하아…,슬픔
"너도 당해봐…임마… 당하는 순간엔 몰라, 절대....",슬픔
세금두 안내고 사는 냥반한테 법이니 뭐니 이딴 소리 들으니까 상당히 적응 안 되네. 자식 보기 챙피하지도 않아요?,분노
"내가 이 상황이면 상당히 쪽 팔릴 거 같애. 근데 당신은 아니지? 하나두 안 쪽팔리지, 지금? 제발 부탁인데요. 고액 체납자님. 부끄러운 것 좀 알고 삽시다, 예?",분노
예! 지금 가고 있습니다! 근데 길이 좀! ,놀람
왜요? 벌써 팔렸어? 나랑 말한 게 있는데 다른 사람 주구 그럼 안 되지!,분노
아주 쏙! 마음에 들어요! 하하하! 오늘 샀으면 좋겠는데. 어떡할까요?,행복
계좌번호요? 직접 안 만나구? ,놀람
뭐?,놀람
진짜 잡을 수 있어? 잡아서 내 돈 찾아줄 수 있냐고. ,놀람
"어이가 없어서 그래요. 제가 여기 왜 앉아있는 거예요? 예? 내가 지금 여기서 뭐하는 거냐고. 형님 알아요, 혹시? 알면 좀 말해줘 봐. 예? ",분노
야… 왜 그래?,놀람
"몇 십억 세금 안 낸 사람 건드니까 나한테 이런 일도 생기네. 형님. 저요,마누라 보긴 쪽팔리게 살았어도 자식 보긴 쪽팔리게 안 살았어요. 저 먼저 일어나 볼게요. ",분노
얌마! 너 진짜 왜 그러! ,놀람
형님이야말루 왜 그래요? 이러믄 안 되는 거잖아요. 이거 틀린 거잖아요!  ,분노
뭐가 틀려? 아는 사람들끼리 돕구 살자는 게 뭐가 잘못 됐냐고! ,분노
형님..제가 하는 일이요… 고액 체납자들...세금 한 푼 안 내믄서 세상 호사 다 누리고 사는 저런 놈한테! 세금 좀 내라구..법 지키면서 국민의 의무 좀 다 하라구..그런 말 하는 사람인데요...저런 놈한테까지 그런 말 못하면 전 누구한테 말해야 돼요? 예? ,분노
"배 많이 고프신가봐, 우리 세무사님. 응?",분노
많이 드세요. 제 꺼까지 많이많이 드시라고.,분노
넌 같이 안 가?,놀람
"내가 어떻게 혼자 가, 그런 데를?!",놀람
일 이따구로 할거야! ,분노
네?,놀람
내가 뭘 시끄럽게 먹었어? 뭘 조용히!,분노
뭐?,놀람
"니가 한 말, 책임질 수 있어? 그 놈 제대로 잡을 수 있냐고!",분노
너 뭐야. 갑자기 이렇게 찾아오면 어떡해?!,놀람
57억 7천에 10프로믄 5억 7천 7백 아니야? 그 돈을 달라고?,놀람
누가 인건비를 5억 7천이나 받어?,분노
못 믿지! 사기꾼을 어떻게! ,분노
너 딴 생각하지 마라. 너 이상한 짓 하면 다시 감방에 넣을 거야. 평생 감옥에서 콩밥만 먹게!,분노
아니. 너 혼자 안 보내. 방금 저 아가씨 때문에 기분이 아주 상했어. 이렇게 바보 취급당하는 거 더 이상 못 참어. 이제부턴 내가 주도할 거니까!,분노
예?,놀람
나 유부남!,놀람
"누가 사귀래? 고시생 안경 그건 좀 벗고, 쫌. 출발.",분노
"과장님. 지금은 제 말보다 저 사람들 말을 더 믿는 거 알아요. 사기가 그래요, 원래! 말에 꿀 발라 갖고! 예? 온갖 좋은 말로 과장님 꼬드겨갖고! 과장님 돈 뜯어낼라 그러는 거라구요, 저 사람들 지금! ",분노
사기꾼들이랑 일하고 있다구요? 과장님이? 지금? ,놀람
되게 많이는 아닌데....응....,슬픔
네? 예에! 지금 막! 돈 빠져나간다는 문자가 계속!,놀람
네에! 그럼 제가 어떡하죠! ,놀람
아! 하하하... ,놀람
미안해.,슬픔
"왜 안 된다는 건데요, 검찰 고발? 자꾸 안 된다는 말만 하지 마시고 이해를!",분노
어? 어떻게 여기서 또 만나네? 너무 신기하네. 깜짝 놀랐네. ,놀람
구력두 안되는 게 어디서!,분노
"할 거냐고, 말 거냐고 씨!",분노
안 해!,분노
돈 따서 니 밀린 세금 좀 내게 내기 좀 하자고!!,분노
거 참 거 참 거거거거! 왜 말을 할려다 말어? 화성 시청 후배 뭐? ,놀람
"아 사람 진짜, 여기가 어디라고 찾아오고 그래요? 사람 곤란해지게. ",놀람
무슨 말도 안 되는. 지금 업무 시간이에요. 무단으루 자리 비우고 그럼 안 된!,분노
"그래서 의심하는 거예요, 지금? ",분노
에? ,놀람
뭐야? ,놀람
뭔데? 응? 뭐냐고.,놀람
뭔 소리야 씨. 무슨 도난 신고?!,분노
왜 또!,분노
"사람 열 받게 하네, 사람들이 진짜! 내가 이 차를 몇 년을 몰았는데 무슨 도난 신고?! ",분노
근데 왜 자꾸 누나래? 나보다 나이두 많아 보이는데!,분노
그게 뭔 말이야?!,분노
그럼 어떡해! 돈 다 끌어 놨는데 어쩔 거냐고!,분노
고맙다. 미안하고...,슬픔
이 밥통같은 사람아! 당신 지금 누구 목 날라가는거 보고 싶어? ,분노
길눈이 어두우면 다른 사람을 보내든가.,분노
어떻게 그 나이에 길도 하나 제대로 못찾아요? 대체 나이를 어디로 먹는거야? 당신 나이한테 미안하지도 않어?,분노
"알어, 알어! 나두 안다구, 안그래도 쪽팔려 돌아가시겠다구 나 지금! ",분노
아야!,슬픔
나쁜자식! 간떨어져 죽는줄 알았네!,분노
"아, 진짜 이 아줌마가! ",분노
액정값 꼭 물어내 너! 안물어내면 경찰에 확 신고해버린다!! 알았어?,분노
어떡하긴 뭘 어떡해! 당장 거기서 나와. ,분노
내가 그렇게 많이 마셨다구요? ,놀람
출장비라니? ,놀람
"그렇다고 그거 몇분 와서 얼굴 들이민거 가지구, 이십만원이라니? 말도 안돼지 그건, 사기지 사기!  ",분노
"그래두 이건 말이 안돼지! 사기지, 사기! ",분노
왜 때려요?,놀람
"왜 때려요? 왜 때리는지 몰라서 묻냐 너 지금? 이 날라리 깡패, 양아치에, 파렴치한 불한당같은 놈아!!!",분노
뭐요?,놀람
